Term,Freq,Total,Category,logprob,loglift
use,45.46224032758985,472.10802832096033,Topic5,-5.9157,-0.3679
result,43.021354655502975,362.7529230659266,Topic5,-5.9709,-0.1596
galaxy,86.28070182449562,87.66394145288943,Topic6,-4.4978,2.7338
stellar,43.37324680844229,44.57817862991063,Topic6,-5.1855,2.7223
planet,53.73068035812186,55.48853284286958,Topic6,-4.9714,2.7175
redshift,33.9653843423547,35.1657527497305,Topic6,-5.43,2.7149
dust,25.35765821953337,26.55830341114236,Topic6,-5.7223,2.7034
star,82.6534705593071,86.7656485870227,Topic6,-4.5407,2.7011
dwarf,19.39081083209394,20.591100482513504,Topic6,-5.9906,2.6896
accretion,18.326045112726195,19.526338300571652,Topic6,-6.047,2.6862
halo,17.10248479906174,18.30278488911246,Topic6,-6.1161,2.6818
agn,16.748039166454202,17.94832881742158,Topic6,-6.1371,2.6805
asteroid,14.208671867823194,15.509166673487961,Topic6,-6.3015,2.6621
galactic,18.102112436596993,19.760896486567574,Topic6,-6.0593,2.662
exoplanet,14.70537878613612,16.162611552881522,Topic6,-6.2672,2.6552
planetary,16.880794839541363,18.668755856364932,Topic6,-6.1292,2.649
quasar,10.02825161693895,11.228586325023342,Topic6,-6.65,2.6366
odot,9.983869399069926,11.184182038656084,Topic6,-6.6544,2.6361
hubble,10.333394291311036,11.605420784473475,Topic6,-6.62,2.6336
tidal,9.179973729290667,10.3803499319534,Topic6,-6.7383,2.6268
lense,19.933866074488975,22.70782097236159,Topic6,-5.9629,2.6194
photometric,14.51302939542918,16.630597869721246,Topic6,-6.2803,2.6135
milky,7.900269666405209,9.100806865226017,Topic6,-6.8885,2.6082
metallicity,11.002897510036098,12.808951561394768,Topic6,-6.5572,2.5977
transit,18.013410346873705,20.98399017050368,Topic6,-6.0642,2.597
planetesimal,7.05198508571595,8.252275187365083,Topic6,-7.0021,2.5925
catalogue,7.019572709969546,8.2202054013752,Topic6,-7.0067,2.5918
sky,13.768008299405714,16.16456005711069,Topic6,-6.333,2.5892
merger,8.963826434746688,10.594736862629354,Topic6,-6.7622,2.5825
wasp,6.373101751752791,7.573931974900414,Topic6,-7.1033,2.577
alma,6.317039255942562,7.517346987511372,Topic6,-7.1121,2.5757
clump,6.281531625047662,7.48197165527723,Topic6,-7.1178,2.5748
atmosphere,18.28824480774082,21.802823657163884,Topic6,-6.0491,2.5739
cosmological,21.277360085905205,26.138343603410068,Topic6,-5.8977,2.5439
luminosity,14.931944663355543,18.20059860265409,Topic6,-6.2519,2.5517
abundance,18.713622391138923,23.03112735845325,Topic6,-6.0261,2.5421
disk,31.410939920642228,43.71864775228216,Topic6,-5.5082,2.419
mass,52.015912596010956,79.12551614542453,Topic6,-5.0038,2.3302
emission,36.63311248048246,55.18842027378724,Topic6,-5.3544,2.3399
gravitational,24.770751111614555,36.79840291842742,Topic6,-5.7457,2.3539
dark,26.932891327509395,43.591801575304856,Topic6,-5.662,2.2681
solar,25.02285571321539,39.62478402408499,Topic6,-5.7356,2.29
cosmic,19.534954105003607,28.261958274654685,Topic6,-5.9832,2.3804
earth,18.85309688391121,27.312484149700925,Topic6,-6.0187,2.379
gas,32.540690930231385,64.91875375814762,Topic6,-5.4729,2.059
survey,29.391624221609487,58.54097830655597,Topic6,-5.5747,2.0606
formation,30.016548221206946,62.19186521928231,Topic6,-5.5536,2.0212
observation,38.94995634945985,107.94115873977385,Topic6,-5.2931,1.7304
ray,27.82824891511919,59.09105010357228,Topic6,-5.6293,1.9966
cluster,35.527025880254975,121.25490887573709,Topic6,-5.3851,1.5221
line,29.900439961866972,94.10338538953387,Topic6,-5.5575,1.6031
velocity,26.339606933232798,66.89885694829282,Topic6,-5.6843,1.8176
radio,20.445665336079486,36.395920902821,Topic6,-5.9376,2.173
orbit,21.610250582950794,53.902074954858406,Topic6,-5.8822,1.8357
model,31.69955932336728,582.0901093021098,Topic6,-5.4991,-0.1607
matter,21.525839022955047,56.88389993114133,Topic6,-5.8861,1.7779
source,23.50299138323869,117.9480576389384,Topic6,-5.7982,1.1366
density,23.64532628729131,135.8275836954253,Topic6,-5.7922,1.0014
high,25.173398866567528,239.69151613574454,Topic6,-5.7296,0.4961
observe,22.73098264177368,116.28879130108288,Topic6,-5.8316,1.1173
region,21.555278137739823,89.79943877077933,Topic6,-5.8847,1.3227
large,21.460310136932307,222.0502002459557,Topic6,-5.8892,0.413
use,21.73585466497709,472.10802832096033,Topic6,-5.8764,-0.3286
axion,10.069970078889968,11.38858539027894,Topic7,-6.6244,2.648
flare,8.262069761532432,9.471731921116861,Topic7,-6.8223,2.6345
magnon,7.51117319020764,8.719020112159725,Topic7,-6.9175,2.622
laser,34.787686354439344,40.74370500422886,Topic7,-5.3847,2.6131
interferometer,6.685955395503125,7.915089759602847,Topic7,-7.0339,2.6023
beam,43.70640663474372,51.95996476725346,Topic7,-5.1564,2.5981
shower,6.227894616519178,7.435037839385621,Topic7,-7.1049,2.5939
resonator,8.775208919578,10.571544135306368,Topic7,-6.762,2.5849
scintillator,5.151309698166201,6.358146454619731,Topic7,-7.2947,2.5606
calorimeter,5.094423824450191,6.30130905626564,Topic7,-7.3058,2.5585
metasurface,6.260985717462171,7.7590015585978,Topic7,-7.0996,2.5566
diode,4.924742954263446,6.131714745341611,Topic7,-7.3397,2.5519
pulse,26.023169821752365,32.698979530036155,Topic7,-5.6749,2.5427
avalanche,4.703381772600032,5.9104531444032355,Topic7,-7.3856,2.5427
recoil,4.6982640460757255,5.9066892047480435,Topic7,-7.3867,2.5422
readout,5.635783827477232,7.186806823937302,Topic7,-7.2048,2.528
amplifier,4.3484290209465755,5.555271644362708,Topic7,-7.4641,2.5262
vacuum,7.703457246415661,9.857690199657156,Topic7,-6.8923,2.5245
femtosecond,4.244426037610613,5.4512671652965645,Topic7,-7.4883,2.5209
nerve,4.194046128990013,5.400986436500863,Topic7,-7.5003,2.5182
inhibitory,4.141992569099362,5.348891405356944,Topic7,-7.5128,2.5154
hysteresis,4.108343260289115,5.3167350272455,Topic7,-7.5209,2.5133
radar,6.939164898268697,9.020766219512561,Topic7,-6.9967,2.5088
casimir,4.014108033665489,5.221758558593249,Topic7,-7.5441,2.5081
photon,23.768331125718245,30.979671983811425,Topic7,-5.7656,2.5061
cherenkov,3.9568936694659738,5.164030331204147,Topic7,-7.5585,2.5048
silicon,12.308010562246753,16.097400680542577,Topic7,-6.4237,2.5027
waveguide,10.513058415818993,13.75185325255102,Topic7,-6.5813,2.5025
tev,4.975398953288577,6.590406885367349,Topic7,-7.3294,2.49
gev,5.015693481203643,6.673277396607999,Topic7,-7.3214,2.4856
cavity,22.11306417395481,29.893337391650466,Topic7,-5.8378,2.4696
detector,34.60144628431183,49.679516575141584,Topic7,-5.39,2.4094
photonic,11.884927479320607,16.577867127657317,Topic7,-6.4587,2.4383
spectrometer,6.192060962465333,8.342842305460275,Topic7,-7.1107,2.473
proton,7.912818632835633,11.086085703259734,Topic7,-6.8654,2.4339
muon,9.15349831489864,13.618147860135066,Topic7,-6.7198,2.3738
optical,37.17441678715928,74.71290670420127,Topic7,-5.3183,2.0731
dimer,7.674995058300173,11.14931415129824,Topic7,-6.896,2.3977
bunch,6.580782413127463,9.285876339593244,Topic7,-7.0498,2.4268
ion,20.727222954040503,41.934259191143084,Topic7,-5.9025,2.0664
antenna,10.084253364331504,16.477060840634287,Topic7,-6.623,2.2801
optic,9.09517011742962,14.336763718002432,Topic7,-6.7262,2.316
frequency,34.89682697632597,91.7786523420661,Topic7,-5.3815,1.8041
fiber,12.262123352963963,21.80999220374783,Topic7,-6.4274,2.1953
radiation,15.825770085812946,31.7042030984236,Topic7,-6.1723,2.0763
qubit,9.83935375643342,16.1225483991206,Topic7,-6.6475,2.2773
light,27.448513359072837,74.14696580117419,Topic7,-5.6216,1.7774
circuit,15.459070566703721,33.69879148049001,Topic7,-6.1957,1.9918
plasma,12.478932228564583,24.121257090758384,Topic7,-6.4099,2.1121
electron,22.108671067362057,64.94033094862668,Topic7,-5.838,1.6936
atomic,15.894156503950398,37.082882646491285,Topic7,-6.168,1.9239
atom,18.525059638430964,49.19947668705339,Topic7,-6.0148,1.7943
device,22.764236698056568,72.36059246102238,Topic7,-5.8087,1.6146
intensity,14.715649311795959,34.24331647936446,Topic7,-6.245,1.9265
measurement,26.59838572104215,110.50337591235322,Topic7,-5.6531,1.3469
energy,33.14009008084121,178.00912877175452,Topic7,-5.4332,1.09
resolution,20.242149956428054,67.58395466425078,Topic7,-5.9262,1.5655
array,15.509429941951721,39.79190425338286,Topic7,-6.1925,1.8289
resonance,14.76401582265575,36.64955631227239,Topic7,-6.2417,1.8619
signal,24.471028690871155,114.31874576862845,Topic7,-5.7364,1.2296
ray,18.22706297600376,59.09105010357228,Topic7,-6.031,1.5949
wave,23.59967554464129,107.95590064081642,Topic7,-5.7727,1.2506
high,31.977223077997138,239.69151613574454,Topic7,-5.4689,0.7568
field,30.789792679171892,234.21602814396556,Topic7,-5.5067,0.742
particle,21.044544776491122,103.7106693651651,Topic7,-5.8873,1.1761
use,29.82175804966386,472.10802832096033,Topic7,-5.5387,0.0091
cell,18.01351631166772,74.85214649848274,Topic7,-6.0428,1.3467
experiment,21.216798706380974,148.9227514914093,Topic7,-5.8791,0.8225
phase,21.63521521742909,167.44829017487118,Topic7,-5.8596,0.7248
time,22.919773677392147,335.00122423665124,Topic7,-5.8019,0.089
effect,19.241366809419375,153.8367858794637,Topic7,-5.9769,0.6923
magnetic,18.5212641474799,123.16242716505438,Topic7,-6.015,0.8765
power,18.052427798585466,127.24636517064086,Topic7,-6.0406,0.8183
measure,18.28211168228633,156.28118004965856,Topic7,-6.028,0.6254
low,18.076322460823,180.22066324872984,Topic7,-6.0393,0.4715
clause,10.774591750710805,12.057394598153223,Topic8,-5.3771,3.8382
nls,10.264060835795165,11.547798479576945,Topic8,-5.4257,3.8329
termination,9.041431143587902,10.174679619023077,Topic8,-5.5525,3.8326
cyclotomic,7.931249963502013,9.064385944619913,Topic8,-5.6835,3.8172
quaternionic,7.1744157852033785,8.30766488331072,Topic8,-5.7838,3.804
satisfiability,10.41069954058899,12.117857369098548,Topic8,-5.4115,3.7989
automata,20.26133820305696,23.90698106352853,Topic8,-4.7456,3.7852
incommensurate,6.035988857655764,7.16960677233311,Topic8,-5.9566,3.7786
fibonacci,5.908041590147812,7.04104493607419,Topic8,-5.978,3.7753
scheduler,5.852857136144796,7.013155142491362,Topic8,-5.9874,3.7698
recoverable,5.608247122489283,6.741287355107812,Topic8,-6.0301,3.7667
decidability,5.863944445114348,7.095894924906863,Topic8,-5.9855,3.76
tier,5.391694030379727,6.525155489419708,Topic8,-6.0695,3.7599
ldpc,5.105229421137566,6.238166995658654,Topic8,-6.1241,3.7503
decidable,9.843762941265343,12.029089272618652,Topic8,-5.4675,3.7502
mapreduce,5.0095006458472,6.142772203858501,Topic8,-6.143,3.7468
assurance,4.929761730535882,6.063506517154441,Topic8,-6.159,3.7437
sequent,4.900053039831312,6.033009956851605,Topic8,-6.1651,3.7427
tori,8.994762074471334,11.179173043467138,Topic8,-5.5577,3.7333
leqslant,5.045435165919403,6.2733556914867705,Topic8,-6.1358,3.7329
cuda,4.632410014497882,5.765426433485923,Topic8,-6.2213,3.7319
propositional,8.893747878592,11.074920528630656,Topic8,-5.569,3.7314
restart,6.692331385264092,8.338755030074523,Topic8,-5.8534,3.7308
quantifier,9.979979987256163,12.574790429415406,Topic8,-5.4537,3.7196
srtio,4.3506835364482574,5.484399619854852,Topic8,-6.284,3.7191
landing,5.6422939379814485,7.116852208397449,Topic8,-6.024,3.7185
mpi,5.720991818866175,7.226934536709449,Topic8,-6.0102,3.717
heap,5.964514067432118,7.570156129220231,Topic8,-5.9685,3.7123
betweenness,5.112377185213298,6.495886645009235,Topic8,-6.1227,3.7112
schwinger,4.146903874252311,5.280181649033313,Topic8,-6.332,3.7091
elimination,11.08931334730195,14.229971464116248,Topic8,-5.3483,3.7013
horn,5.4414884278768625,7.044485902762482,Topic8,-6.0603,3.6925
logic,34.571502663674295,61.095697072005095,Topic8,-4.2113,3.3813
rewrite,8.962389072817325,12.825040792425844,Topic8,-5.5613,3.5923
code,51.89597670219562,129.60711322410927,Topic8,-3.8051,3.0354
sit,8.469460167870762,13.245683089500865,Topic8,-5.6179,3.5035
decode,15.00584872599581,30.390877935749096,Topic8,-5.0459,3.245
erasure,6.133687053819608,8.322134349539054,Topic8,-5.9405,3.6456
program,24.634784828598068,84.53529722312412,Topic8,-4.5502,2.7177
boolean,10.609593560883717,21.984915312602162,Topic8,-5.3926,3.2221
fragment,9.036556105487783,17.51987407345253,Topic8,-5.5531,3.2886
language,17.319844373346832,102.17341148984437,Topic8,-4.9025,2.1759
controllability,7.065881028774492,12.198040006648485,Topic8,-5.7991,3.4047
check,9.744913964107754,28.326177483570643,Topic8,-5.4776,2.8837
string,9.888637021240402,30.43464510007669,Topic8,-5.4629,2.8265
verification,9.738093144381713,30.2342374207238,Topic8,-5.4783,2.8178
circuit,9.90621364410961,33.69879148049001,Topic8,-5.4612,2.7264
predicate,6.97099254899948,11.8506037853588,Topic8,-5.8126,3.4201
calculus,8.227489361141691,23.62189126441707,Topic8,-5.6468,2.896
arithmetic,8.031280555540485,27.42868999788947,Topic8,-5.671,2.7225
synchronization,7.663337325322804,23.866321616590405,Topic8,-5.7179,2.8147
operation,8.42807315866629,61.43029794280745,Topic8,-5.6228,1.9644
formula,8.096031420477683,78.42131320103898,Topic8,-5.663,1.68
symbol,7.388926904155493,23.150501060385572,Topic8,-5.7543,2.8087
epidemic,40.159077796027226,41.23025448022735,Topic9,-3.8886,4.0973
infect,15.48454571325093,16.555692504736445,Topic9,-4.8416,4.0567
algebroid,14.271245523513564,15.34235716158645,Topic9,-4.9232,4.0512
outbreak,13.2352963796684,14.306436974299128,Topic9,-4.9985,4.0458
immersion,13.244392011439963,14.352674460528206,Topic9,-4.9978,4.0433
infectious,11.703698657057526,12.774890805047292,Topic9,-5.1215,4.036
infection,20.922240119041625,23.601785929232737,Topic9,-4.5406,4.0031
tax,8.314146123847138,9.385399398235572,Topic9,-5.4635,4.0024
conjugacy,8.222915163854612,9.294146288144386,Topic9,-5.4745,4.0012
sis,7.471309483916805,8.542519815901436,Topic9,-5.5703,3.9896
vaccination,7.310742569588094,8.381949182170004,Topic9,-5.5921,3.9869
coating,7.169282009925159,8.241029339392474,Topic9,-5.6116,3.9843
hip,6.937468362131717,8.016327578753227,Topic9,-5.6445,3.9791
prolog,6.788103855973546,7.85973428810629,Topic9,-5.6662,3.977
polariton,6.7843684186311455,7.8557965090642,Topic9,-5.6668,3.977
viral,9.784707806598714,11.367062119219772,Topic9,-5.3006,3.9737
russian,6.451536937970811,7.522879128264117,Topic9,-5.7171,3.97
wafer,6.263232086836626,7.334567667059824,Topic9,-5.7467,3.9657
reflexive,8.054571777309357,9.435478218838306,Topic9,-5.4952,3.9654
producer,6.1918150851229825,7.263303443161012,Topic9,-5.7582,3.964
endemic,6.01044023063793,7.0816033375436085,Topic9,-5.7879,3.9596
phononic,6.504031184136779,7.664967372498927,Topic9,-5.709,3.9594
epidemiology,5.845712177399552,6.917009337113096,Topic9,-5.8157,3.9553
sir,5.711205592887463,6.782435976831882,Topic9,-5.839,3.9517
boss,5.285686862608737,6.357836611057191,Topic9,-5.9164,3.9389
arrow,6.515455140600614,7.938946908550646,Topic9,-5.7072,3.926
yttrium,4.656985307189138,5.72815776231701,Topic9,-6.043,3.9166
garnet,4.486434792714382,5.557686406409992,Topic9,-6.0804,3.9095
virus,9.32650770737818,11.571369088331608,Topic9,-5.3486,3.9079
synapse,4.31183761486223,5.383771015490733,Topic9,-6.1201,3.9016
tower,7.059689385989794,8.889499560980932,Topic9,-5.627,3.8931
sbm,6.934177532486005,8.749026709460555,Topic9,-5.645,3.8911
kidney,6.131928429265004,7.710728831743272,Topic9,-5.7679,3.8945
susceptible,10.364038875186893,14.958640796343435,Topic9,-5.2431,3.7567
disease,24.023144948402585,45.638582446671826,Topic9,-4.4024,3.4819
contagion,9.064859354046474,13.706242080556901,Topic9,-5.377,3.7102
colour,10.55229943101015,17.597482728566558,Topic9,-5.2251,3.6122
spread,13.811066787175273,36.79044924790368,Topic9,-4.9559,3.1439
hotspot,6.353700002582397,8.912987413470328,Topic9,-5.7324,3.7851
involution,17.93257987179281,18.992538962454645,Topic10,-4.6639,4.097
artin,13.376868082924133,14.436851756246329,Topic10,-4.957,4.0782
floer,12.363095308444343,13.423108803606352,Topic10,-5.0358,4.0722
voter,11.197855158622408,12.257948971217322,Topic10,-5.1348,4.064
orientable,11.070075937711575,12.130157553436238,Topic10,-5.1463,4.063
schmidt,10.750964409456511,11.811148794069764,Topic10,-5.1756,4.0604
noetherian,10.330629336452681,11.390582181076386,Topic10,-5.2155,4.0568
cohomological,9.950480016491342,11.010538811803059,Topic10,-5.2529,4.0532
monoid,16.456905717149027,18.280695213221883,Topic10,-4.7498,4.0494
mathfrak,9.160836867695538,10.220866830298064,Topic10,-5.3356,4.045
vert,11.662132367001234,13.13186232077011,Topic10,-5.0942,4.0358
polish,7.886436576010572,8.946464565830869,Topic10,-5.4854,4.0284
psi,7.354914787025133,8.415033819245695,Topic10,-5.5552,4.0198
noncommutative,17.713750328662417,20.32107698758907,Topic10,-4.6762,4.0172
weil,7.08194023640347,8.142059043231539,Topic10,-5.593,4.015
browser,7.028894558197732,8.089118672789553,Topic10,-5.6005,4.014
quaternion,12.535925137852319,14.492991213206368,Topic10,-5.022,4.0094
macaulay,9.718578989921282,11.249357586122082,Topic10,-5.2765,4.0082
transcript,6.249230639344651,7.309433202252325,Topic10,-5.7181,3.9978
ionisation,5.958504731093892,7.019094748251852,Topic10,-5.7657,3.9907
polyphonic,5.6312158168645245,6.69159054784903,Topic10,-5.8222,3.9819
democracy,4.933328011299321,5.9934609019598035,Topic10,-5.9546,3.9598
friendship,7.929223812154733,9.756971061839486,Topic10,-5.48,3.947
spinor,12.639382474877213,15.587678687946658,Topic10,-5.0137,3.9448
personality,6.216323413874823,7.79459855725978,Topic10,-5.7234,3.9282
uncountable,5.418659367766001,7.035852069802182,Topic10,-5.8607,3.8933
aut,8.336052515309595,10.885257561207641,Topic10,-5.43,3.8876
dwarfs,3.34131804810025,4.406285614255735,Topic10,-6.3442,3.8778
jitter,4.813008983118406,6.428061120455581,Topic10,-5.9792,3.8651
rationality,5.815158431388985,7.98930120523237,Topic10,-5.7901,3.8368
boldsymbol,9.636435347473496,13.87939297190071,Topic10,-5.285,3.7896
oplus,7.137064595151416,10.981292126482435,Topic10,-5.5853,3.7236
restricted,5.08496107713388,8.695203733300573,Topic10,-5.9243,3.618
